order_number,customer_email,product_sku,quantity,unit_price,sale_date
ORD-002186,customer0422@demo-retail.com,SKU-1051,3,18.54,2026-08-01
ORD-002187,customer0066@demo-retail.com,SKU-1026,2,186.28,2026-04-26
ORD-002188,customer0095@demo-retail.com,SKU-1050,3,17.29,2026-08-22
ORD-002189,customer0190@demo-retail.com,SKU-1079,4,135.03,2026-05-12
ORD-002190,customer0499@demo-retail.com,SKU-1099,3,163.0,2026-04-25
ORD-002191,customer0486@demo-retail.com,SKU-1002,2,164.25,2026-04-08
ORD-002192,customer0237@demo-retail.com,SKU-1045,1,196.54,2026-07-18
ORD-002193,customer0259@demo-retail.com,SKU-1038,2,159.03,2026-07-23
ORD-002194,customer0447@demo-retail.com,SKU-1004,1,24.08,2026-05-11
ORD-002195,customer0083@demo-retail.com,SKU-1072,6,115.43,2026-06-19
ORD-002196,customer0266@demo-retail.com,SKU-1053,2,200.77,2026-08-15
ORD-002197,customer0020@demo-retail.com,SKU-1048,1,143.93,2026-06-10
ORD-002198,customer0417@demo-retail.com,SKU-1008,1,49.82,2026-04-09
ORD-002199,customer0280@demo-retail.com,SKU-1073,3,71.25,2025-02-06
ORD-002200,customer0198@demo-retail.com,SKU-1083,3,30.78,2026-08-09
ORD-002201,customer0252@demo-retail.com,SKU-1088,2,146.2,2026-07-02
ORD-002202,customer0471@demo-retail.com,SKU-1062,1,78.14,2026-04-11
ORD-002203,customer0147@demo-retail.com,SKU-1019,2,71.22,2025-08-18
ORD-002204,customer0379@demo-retail.com,SKU-1048,2,172.36,2025-06-14
ORD-002205,customer0364@demo-retail.com,SKU-1053,3,200.77,2026-05-06
ORD-002206,customer0181@demo-retail.com,SKU-1081,3,88.5,2025-05-09
ORD-002207,customer0232@demo-retail.com,SKU-1094,2,181.98,2026-04-17
ORD-002208,customer0205@demo-retail.com,SKU-1086,1,152.93,2026-06-09
ORD-002209,customer0100@demo-retail.com,SKU-1073,10,71.25,2026-07-14
ORD-002210,customer0281@demo-retail.com,SKU-1060,2,197.65,2026-01-08
ORD-002211,customer0202@demo-retail.com,SKU-1028,3,122.43,2026-06-14
ORD-002212,customer0103@demo-retail.com,SKU-1007,1,185.15,2026-05-18
ORD-002213,customer0222@demo-retail.com,SKU-1067,2,36.93,2026-05-25
ORD-002214,customer0342@demo-retail.com,SKU-1073,1,71.25,2026-01-31
ORD-002215,customer0206@demo-retail.com,SKU-1083,2,30.78,2025-06-09
ORD-002216,customer0126@demo-retail.com,SKU-1060,8,185.73,2026-06-11
ORD-002217,customer0322@demo-retail.com,SKU-1095,2,122.17,2026-04-18
ORD-002218,customer0005@demo-retail.com,SKU-1003,1,44.45,2025-03-29
ORD-002219,customer0477@demo-retail.com,SKU-1041,1,191.53,2026-08-08
ORD-002220,customer0431@demo-retail.com,SKU-1040,2,86.56,2026-07-08
ORD-002221,customer0174@demo-retail.com,SKU-1061,1,179.95,2026-05-09
ORD-002222,customer0462@demo-retail.com,SKU-1021,1,30.57,2026-04-10
ORD-002223,customer0288@demo-retail.com,SKU-1021,4,37.38,2026-02-24
ORD-002224,customer0340@demo-retail.com,SKU-1015,2,135.22,2025-09-13
ORD-002225,customer0451@demo-retail.com,SKU-1018,2,212.85,2026-08-21
ORD-002226,customer0353@demo-retail.com,SKU-1076,6,200.92,2026-08-26
ORD-002227,customer0230@demo-retail.com,SKU-1024,1,76.84,2026-04-07
ORD-002228,customer0454@demo-retail.com,SKU-1045,8,168.14,2026-08-04
ORD-002229,customer0202@demo-retail.com,SKU-1087,2,111.44,2026-06-16
ORD-002230,customer0165@demo-retail.com,SKU-1082,5,143.77,2025-07-21
ORD-002231,customer0410@demo-retail.com,SKU-1078,3,217.02,2025-12-30
ORD-002232,customer0436@demo-retail.com,SKU-1047,5,170.24,2026-07-19
ORD-002233,customer0164@demo-retail.com,SKU-1063,10,49.66,2025-01-25
ORD-002234,customer0173@demo-retail.com,SKU-1056,2,72.27,2026-05-09
ORD-002235,customer0042@demo-retail.com,SKU-1085,8,19.06,2026-04-15
ORD-002236,customer0294@demo-retail.com,SKU-1095,2,122.17,2025-01-11
ORD-002237,customer0019@demo-retail.com,SKU-1050,2,17.29,2026-01-25
ORD-002238,customer0438@demo-retail.com,SKU-1066,2,98.82,2026-05-30
ORD-002239,customer0369@demo-retail.com,SKU-1045,3,196.54,2025-05-16
ORD-002240,customer0471@demo-retail.com,SKU-1058,1,143.75,2026-08-10
ORD-002241,customer0012@demo-retail.com,SKU-1015,3,135.22,2026-06-06
ORD-002242,customer0192@demo-retail.com,SKU-1023,3,65.83,2026-08-12
ORD-002243,customer0005@demo-retail.com,SKU-1010,4,101.84,2026-08-09
ORD-002244,customer0299@demo-retail.com,SKU-1020,5,154.32,2026-08-13
ORD-002245,customer0055@demo-retail.com,SKU-1086,2,125.53,2026-06-08
ORD-002246,customer0047@demo-retail.com,SKU-1024,2,66.46,2025-03-25
ORD-002247,customer0368@demo-retail.com,SKU-1007,1,185.15,2025-08-04
ORD-002248,customer0363@demo-retail.com,SKU-1026,1,213.67,2026-05-02
ORD-002249,customer0347@demo-retail.com,SKU-1094,1,181.98,2026-06-19
ORD-002250,customer0041@demo-retail.com,SKU-1001,2,89.9,2026-04-24
ORD-002251,customer0499@demo-retail.com,SKU-1074,1,126.89,2026-04-15
ORD-002252,customer0117@demo-retail.com,SKU-1097,8,199.29,2026-06-10
ORD-002253,customer0328@demo-retail.com,SKU-1065,3,13.45,2026-05-18
ORD-002254,customer0004@demo-retail.com,SKU-1068,2,208.13,2025-09-04
ORD-002255,customer0032@demo-retail.com,SKU-1009,3,75.28,2026-07-21
ORD-002256,customer0346@demo-retail.com,SKU-1011,1,139.27,2026-03-17
ORD-002257,customer0302@demo-retail.com,SKU-1041,2,191.53,2026-08-09
ORD-002258,customer0135@demo-retail.com,SKU-1073,3,71.25,2025-03-09
ORD-002259,customer0256@demo-retail.com,SKU-1048,2,172.36,2026-05-01
ORD-002260,customer0301@demo-retail.com,SKU-1030,2,21.41,2026-07-14
ORD-002261,customer0473@demo-retail.com,SKU-1042,10,80.83,2026-05-05
ORD-002262,customer0079@demo-retail.com,SKU-1058,5,143.75,2026-05-05
ORD-002263,customer0404@demo-retail.com,SKU-1018,3,212.85,2026-08-25
ORD-002264,customer0008@demo-retail.com,SKU-1047,3,170.24,2026-02-14
ORD-002265,customer0485@demo-retail.com,SKU-1076,3,172.53,2025-06-04
ORD-002266,customer0012@demo-retail.com,SKU-1026,1,197.53,2026-06-06
ORD-002267,customer0098@demo-retail.com,SKU-1030,2,21.41,2025-10-12
ORD-002268,customer0497@demo-retail.com,SKU-1063,1,59.41,2026-07-22
ORD-002269,customer0245@demo-retail.com,SKU-1091,2,72.81,2026-06-10
ORD-002270,customer0252@demo-retail.com,SKU-1054,3,97.36,2026-07-07
ORD-002271,customer0317@demo-retail.com,SKU-1088,1,119.8,2026-06-13
ORD-002272,customer0443@demo-retail.com,SKU-1089,8,155.72,2026-05-28
ORD-002273,customer0190@demo-retail.com,SKU-1058,6,143.75,2026-08-27
ORD-002274,customer0325@demo-retail.com,SKU-1041,4,191.53,2026-07-03
ORD-002275,customer0296@demo-retail.com,SKU-1044,3,163.76,2026-07-23
ORD-002276,customer0294@demo-retail.com,SKU-1081,5,88.5,2025-11-26
ORD-002277,customer0251@demo-retail.com,SKU-1032,1,184.38,2026-07-02
ORD-002278,customer0385@demo-retail.com,SKU-1050,4,17.29,2026-08-07
ORD-002279,customer0462@demo-retail.com,SKU-1078,1,217.02,2026-05-05
ORD-002280,customer0399@demo-retail.com,SKU-1050,4,17.29,2026-05-08
ORD-002281,customer0031@demo-retail.com,SKU-1100,1,196.51,2026-01-08
ORD-002282,customer0248@demo-retail.com,SKU-1080,5,61.43,2026-06-01
ORD-002283,customer0310@demo-retail.com,SKU-1041,8,191.53,2026-05-12
ORD-002284,customer0310@demo-retail.com,SKU-1077,1,42.14,2025-07-12
ORD-002285,customer0410@demo-retail.com,SKU-1068,2,208.13,2025-07-19
ORD-002286,customer0134@demo-retail.com,SKU-1039,10,172.42,2026-08-29
ORD-002287,customer0189@demo-retail.com,SKU-1011,2,139.27,2026-05-16
ORD-002288,customer0081@demo-retail.com,SKU-1072,5,115.43,2026-05-26
ORD-002289,customer0142@demo-retail.com,SKU-1059,3,179.16,2026-06-22
ORD-002290,customer0166@demo-retail.com,SKU-1017,2,23.75,2026-04-03
ORD-002291,customer0162@demo-retail.com,SKU-1019,2,75.36,2026-05-29
ORD-002292,customer0166@demo-retail.com,SKU-1083,1,30.78,2026-05-12
ORD-002293,customer0145@demo-retail.com,SKU-1083,4,30.78,2025-02-05
ORD-002294,customer0371@demo-retail.com,SKU-1008,2,40.33,2026-04-23
ORD-002295,customer0268@demo-retail.com,SKU-1014,2,53.53,2026-07-24
ORD-002296,customer0174@demo-retail.com,SKU-1046,2,36.88,2026-05-31
ORD-002297,customer0032@demo-retail.com,SKU-1070,3,87.63,2026-05-21
ORD-002298,customer0422@demo-retail.com,SKU-1071,5,212.19,2026-07-23
ORD-002299,customer0123@demo-retail.com,SKU-1030,10,21.41,2026-06-26
ORD-002300,customer0022@demo-retail.com,SKU-1062,2,78.14,2026-07-05
ORD-002301,customer0164@demo-retail.com,SKU-1065,5,13.45,2025-05-21
ORD-002302,customer0392@demo-retail.com,SKU-1066,4,89.65,2025-01-20
ORD-002303,customer0103@demo-retail.com,SKU-1006,3,16.28,2026-08-14
ORD-002304,customer0360@demo-retail.com,SKU-1045,8,196.54,2026-08-30
ORD-002305,customer0109@demo-retail.com,SKU-1051,1,16.58,2026-07-20
ORD-002306,customer0192@demo-retail.com,SKU-1072,1,95.83,2025-09-30
ORD-002307,customer0168@demo-retail.com,SKU-1026,5,213.67,2026-06-07
ORD-002308,customer0229@demo-retail.com,SKU-1004,2,24.08,2026-04-08
ORD-002309,customer0095@demo-retail.com,SKU-1027,5,207.42,2026-05-20
ORD-002310,customer0389@demo-retail.com,SKU-1026,6,213.67,2026-07-10
ORD-002311,customer0419@demo-retail.com,SKU-1076,1,200.92,2025-08-08
ORD-002312,customer0456@demo-retail.com,SKU-1073,5,71.25,2025-08-24
ORD-002313,customer0111@demo-retail.com,SKU-1002,2,164.25,2026-06-13
ORD-002314,customer0168@demo-retail.com,SKU-1093,2,65.65,2026-05-24
ORD-002315,customer0288@demo-retail.com,SKU-1062,3,78.14,2026-05-19
ORD-002316,customer0316@demo-retail.com,SKU-1010,6,81.95,2025-09-12
ORD-002317,customer0477@demo-retail.com,SKU-1036,8,172.63,2026-08-29
ORD-002318,customer0028@demo-retail.com,SKU-1013,2,106.86,2026-07-22
ORD-002319,customer0144@demo-retail.com,SKU-1010,3,93.24,2026-01-17
ORD-002320,customer0135@demo-retail.com,SKU-1019,4,75.36,2025-11-06
ORD-002321,customer0471@demo-retail.com,SKU-1016,4,138.37,2025-07-29
ORD-002322,customer0008@demo-retail.com,SKU-1023,1,65.83,2026-05-03
ORD-002323,customer0286@demo-retail.com,SKU-1089,2,137.73,2026-04-05
ORD-002324,customer0034@demo-retail.com,SKU-1028,2,136.36,2026-07-23
ORD-002325,customer0212@demo-retail.com,SKU-1060,4,184.73,2026-05-13
ORD-002326,customer0145@demo-retail.com,SKU-1091,1,82.94,2025-10-15
ORD-002327,customer0121@demo-retail.com,SKU-1025,1,125.72,2026-06-23
ORD-002328,customer0428@demo-retail.com,SKU-1073,8,71.25,2025-02-15
ORD-002329,customer0435@demo-retail.com,SKU-1092,1,204.34,2025-08-26
ORD-002330,customer0421@demo-retail.com,SKU-1059,10,161.03,2026-05-29
ORD-002331,customer0075@demo-retail.com,SKU-1070,3,87.63,2026-04-12
ORD-002332,customer0191@demo-retail.com,SKU-1052,5,77.39,2026-04-05
ORD-002333,customer0278@demo-retail.com,SKU-1087,2,118.52,2026-04-27
ORD-002334,customer0171@demo-retail.com,SKU-1018,1,212.85,2026-06-28
ORD-002335,customer0085@demo-retail.com,SKU-1088,4,146.2,2026-04-15
ORD-002336,customer0175@demo-retail.com,SKU-1077,5,42.14,2025-05-29
ORD-002337,customer0418@demo-retail.com,SKU-1018,4,212.85,2026-04-07
ORD-002338,customer0257@demo-retail.com,SKU-1015,1,135.22,2026-05-16
ORD-002339,customer0341@demo-retail.com,SKU-1071,4,212.19,2026-06-27
ORD-002340,customer0060@demo-retail.com,SKU-1063,4,59.41,2025-12-09
ORD-002341,customer0337@demo-retail.com,SKU-1067,3,36.93,2026-05-22
ORD-002342,customer0385@demo-retail.com,SKU-1089,4,155.72,2026-05-19
ORD-002343,customer0459@demo-retail.com,SKU-1089,5,155.72,2025-06-09
ORD-002344,customer0254@demo-retail.com,SKU-1014,3,50.45,2026-06-01
ORD-002345,customer0423@demo-retail.com,SKU-1039,1,172.42,2026-05-20
ORD-002346,customer0009@demo-retail.com,SKU-1004,2,19.93,2025-07-15
ORD-002347,customer0130@demo-retail.com,SKU-1009,1,70.89,2025-03-15
ORD-002348,customer0306@demo-retail.com,SKU-1090,2,206.84,2025-01-11
ORD-002349,customer0302@demo-retail.com,SKU-1080,2,61.43,2026-05-14
ORD-002350,customer0256@demo-retail.com,SKU-1005,1,124.03,2026-04-28
ORD-002351,customer0276@demo-retail.com,SKU-1097,2,199.29,2026-01-28
ORD-002352,customer0252@demo-retail.com,SKU-1088,1,146.2,2026-06-03
ORD-002353,customer0130@demo-retail.com,SKU-1061,4,163.51,2025-03-30
ORD-002354,customer0195@demo-retail.com,SKU-1059,8,179.16,2025-04-07
ORD-002355,customer0159@demo-retail.com,SKU-1042,1,80.83,2025-02-05
ORD-002356,customer0006@demo-retail.com,SKU-1013,8,106.86,2026-05-18
ORD-002357,customer0228@demo-retail.com,SKU-1065,3,13.45,2025-01-29
ORD-002358,customer0411@demo-retail.com,SKU-1050,2,17.29,2026-04-09
ORD-002359,customer0358@demo-retail.com,SKU-1016,1,120.07,2026-04-04
ORD-002360,customer0308@demo-retail.com,SKU-1038,2,130.92,2025-02-10
ORD-002361,customer0249@demo-retail.com,SKU-1062,4,78.14,2025-07-23
ORD-002362,customer0193@demo-retail.com,SKU-1099,4,163.0,2025-06-30
ORD-002363,customer0118@demo-retail.com,SKU-1064,1,182.15,2026-04-04
ORD-002364,customer0085@demo-retail.com,SKU-1013,1,106.86,2025-04-29
ORD-002365,customer0225@demo-retail.com,SKU-1004,2,24.08,2026-07-31
ORD-002366,customer0189@demo-retail.com,SKU-1089,2,135.64,2026-04-19
ORD-002367,customer0217@demo-retail.com,SKU-1090,1,192.71,2026-04-11
ORD-002368,customer0260@demo-retail.com,SKU-1052,2,77.39,2026-05-02
ORD-002369,customer0083@demo-retail.com,SKU-1004,4,24.08,2025-05-04
ORD-002370,customer0286@demo-retail.com,SKU-1048,6,158.31,2026-04-14
ORD-002371,customer0287@demo-retail.com,SKU-1015,2,135.22,2026-05-18
ORD-002372,customer0191@demo-retail.com,SKU-1002,6,164.25,2026-05-23
ORD-002373,customer0272@demo-retail.com,SKU-1075,2,22.71,2026-06-24
ORD-002374,customer0411@demo-retail.com,SKU-1062,2,78.14,2026-06-30
ORD-002375,customer0089@demo-retail.com,SKU-1013,1,106.86,2026-07-08
ORD-002376,customer0342@demo-retail.com,SKU-1019,3,75.36,2026-08-13
ORD-002377,customer0263@demo-retail.com,SKU-1062,8,64.44,2025-03-11
ORD-002378,customer0186@demo-retail.com,SKU-1081,3,88.5,2026-02-28
ORD-002379,customer0446@demo-retail.com,SKU-1006,2,16.28,2026-05-13
ORD-002380,customer0231@demo-retail.com,SKU-1051,3,18.54,2026-05-28
ORD-002381,customer0315@demo-retail.com,SKU-1062,1,78.14,2025-05-11
ORD-002382,customer0307@demo-retail.com,SKU-1031,5,92.84,2026-07-22
ORD-002383,customer0034@demo-retail.com,SKU-1054,2,97.36,2026-08-24
ORD-002384,customer0143@demo-retail.com,SKU-1048,2,172.36,2025-02-10
ORD-002385,customer0429@demo-retail.com,SKU-1039,3,172.42,2025-12-16
ORD-002386,customer0250@demo-retail.com,SKU-1066,3,98.82,2026-05-03
ORD-002387,customer0310@demo-retail.com,SKU-1088,1,146.2,2026-07-28
ORD-002388,customer0355@demo-retail.com,SKU-1012,3,72.77,2026-06-06
ORD-002389,customer0323@demo-retail.com,SKU-1033,1,70.43,2026-08-15
ORD-002390,customer0161@demo-retail.com,SKU-1030,4,21.41,2026-04-22
ORD-002391,customer0498@demo-retail.com,SKU-1045,5,196.54,2026-07-14
ORD-002392,customer0136@demo-retail.com,SKU-1036,4,172.63,2026-05-18
ORD-002393,customer0353@demo-retail.com,SKU-1099,3,163.0,2026-07-27
ORD-002394,customer0165@demo-retail.com,SKU-1071,3,212.19,2026-04-15
ORD-002395,customer0371@demo-retail.com,SKU-1093,1,65.65,2026-08-01
ORD-002396,customer0455@demo-retail.com,SKU-1024,4,76.84,2026-06-06
ORD-002397,customer0139@demo-retail.com,SKU-1092,1,204.34,2026-04-30
ORD-002398,customer0037@demo-retail.com,SKU-1078,2,217.02,2026-06-27
ORD-002399,customer0035@demo-retail.com,SKU-1001,2,89.9,2026-02-07
ORD-002400,customer0299@demo-retail.com,SKU-1071,1,212.19,2026-04-11
ORD-002401,customer0219@demo-retail.com,SKU-1007,3,185.15,2026-06-24
ORD-002402,customer0161@demo-retail.com,SKU-1050,1,17.29,2026-05-12
ORD-002403,customer0434@demo-retail.com,SKU-1006,4,14.33,2026-08-18
ORD-002404,customer0352@demo-retail.com,SKU-1096,2,28.2,2026-08-07
ORD-002405,customer0320@demo-retail.com,SKU-1044,1,163.76,2026-08-03
ORD-002406,customer0310@demo-retail.com,SKU-1080,2,61.43,2026-07-06
ORD-002407,customer0012@demo-retail.com,SKU-1020,1,154.32,2026-07-02
ORD-002408,customer0278@demo-retail.com,SKU-1027,1,207.42,2026-05-25
ORD-002409,customer0064@demo-retail.com,SKU-1063,4,59.41,2026-06-23
ORD-002410,customer0085@demo-retail.com,SKU-1079,1,151.8,2026-05-06
ORD-002411,customer0344@demo-retail.com,SKU-1031,5,92.84,2026-08-31
ORD-002412,customer0110@demo-retail.com,SKU-1058,1,143.75,2026-05-25
ORD-002413,customer0077@demo-retail.com,SKU-1057,1,205.38,2026-05-10
ORD-002414,customer0278@demo-retail.com,SKU-1003,4,44.45,2026-05-26
ORD-002415,customer0176@demo-retail.com,SKU-1068,2,208.13,2026-03-24
ORD-002416,customer0106@demo-retail.com,SKU-1078,1,217.02,2026-05-10
ORD-002417,customer0404@demo-retail.com,SKU-1022,2,19.15,2026-05-27
ORD-002418,customer0367@demo-retail.com,SKU-1032,1,184.38,2026-06-22
ORD-002419,customer0352@demo-retail.com,SKU-1004,5,24.08,2026-05-03
ORD-002420,customer0410@demo-retail.com,SKU-1092,2,204.34,2026-04-09
ORD-002421,customer0224@demo-retail.com,SKU-1063,4,59.41,2026-08-26
ORD-002422,customer0118@demo-retail.com,SKU-1045,6,196.54,2026-06-27
ORD-002423,customer0113@demo-retail.com,SKU-1022,2,19.15,2026-07-22
ORD-002424,customer0196@demo-retail.com,SKU-1005,6,137.03,2026-07-12
ORD-002425,customer0316@demo-retail.com,SKU-1012,2,59.08,2026-07-22
ORD-002426,customer0151@demo-retail.com,SKU-1020,8,154.32,2026-04-09
ORD-002427,customer0210@demo-retail.com,SKU-1030,1,21.41,2025-07-10
ORD-002428,customer0027@demo-retail.com,SKU-1080,3,61.43,2026-08-08
ORD-002429,customer0281@demo-retail.com,SKU-1037,2,13.15,2025-06-30
ORD-002430,customer0309@demo-retail.com,SKU-1026,2,174.19,2026-08-27
ORD-002431,customer0064@demo-retail.com,SKU-1069,3,119.91,2025-07-03
ORD-002432,customer0274@demo-retail.com,SKU-1020,4,154.32,2026-07-17
ORD-002433,customer0140@demo-retail.com,SKU-1099,1,142.74,2026-07-19
ORD-002434,customer0025@demo-retail.com,SKU-1022,1,19.15,2026-07-28
ORD-002435,customer0401@demo-retail.com,SKU-1074,4,138.79,2026-05-29
ORD-002436,customer0128@demo-retail.com,SKU-1092,3,204.34,2026-08-03
ORD-002437,customer0001@demo-retail.com,SKU-1018,8,212.85,2026-05-27
ORD-002438,customer0278@demo-retail.com,SKU-1071,4,212.19,2026-05-22
ORD-002439,customer0403@demo-retail.com,SKU-1046,8,36.88,2026-04-20
ORD-002440,customer0480@demo-retail.com,SKU-1068,4,208.13,2025-09-15
ORD-002441,customer0038@demo-retail.com,SKU-1027,2,207.42,2026-08-22
ORD-002442,customer0193@demo-retail.com,SKU-1049,1,105.41,2026-05-18
ORD-002443,customer0397@demo-retail.com,SKU-1056,4,67.2,2025-08-09
ORD-002444,customer0407@demo-retail.com,SKU-1084,3,78.72,2025-05-24
ORD-002445,customer0130@demo-retail.com,SKU-1057,1,205.38,2026-07-04
ORD-002446,customer0067@demo-retail.com,SKU-1060,2,186.22,2026-07-10
ORD-002447,customer0192@demo-retail.com,SKU-1038,8,159.03,2025-04-14
ORD-002448,customer0307@demo-retail.com,SKU-1010,2,101.84,2026-05-13
ORD-002449,customer0035@demo-retail.com,SKU-1062,2,78.14,2026-08-21
ORD-002450,customer0052@demo-retail.com,SKU-1002,2,164.25,2025-06-19
ORD-002451,customer0112@demo-retail.com,SKU-1066,1,98.82,2026-08-25
ORD-002452,customer0236@demo-retail.com,SKU-1079,2,151.8,2026-06-07
ORD-002453,customer0064@demo-retail.com,SKU-1075,2,22.71,2026-04-21
ORD-002454,customer0342@demo-retail.com,SKU-1005,1,137.03,2026-04-22
ORD-002455,customer0478@demo-retail.com,SKU-1020,4,154.32,2026-08-14
ORD-002456,customer0073@demo-retail.com,SKU-1019,2,75.36,2025-10-01
ORD-002457,customer0113@demo-retail.com,SKU-1051,5,18.54,2026-06-22
ORD-002458,customer0292@demo-retail.com,SKU-1054,5,97.36,2025-07-19
ORD-002459,customer0291@demo-retail.com,SKU-1071,1,212.19,2026-03-14
ORD-002460,customer0440@demo-retail.com,SKU-1021,3,37.38,2026-08-15
ORD-002461,customer0469@demo-retail.com,SKU-1060,2,197.65,2025-08-13
ORD-002462,customer0236@demo-retail.com,SKU-1086,5,152.93,2026-08-11
ORD-002463,customer0490@demo-retail.com,SKU-1061,1,179.95,2026-01-17
ORD-002464,customer0341@demo-retail.com,SKU-1081,3,79.85,2026-06-08
ORD-002465,customer0143@demo-retail.com,SKU-1088,3,146.2,2026-06-17
ORD-002466,customer0248@demo-retail.com,SKU-1056,2,72.27,2026-08-26
ORD-002467,customer0488@demo-retail.com,SKU-1007,1,185.15,2026-05-20
ORD-002468,customer0115@demo-retail.com,SKU-1072,3,115.43,2026-07-25
ORD-002469,customer0475@demo-retail.com,SKU-1020,4,154.32,2026-04-21
ORD-002470,customer0291@demo-retail.com,SKU-1054,2,80.26,2026-05-21
ORD-002471,customer0161@demo-retail.com,SKU-1100,3,169.17,2026-08-15
ORD-002472,customer0016@demo-retail.com,SKU-1061,2,179.95,2026-05-17
ORD-002473,customer0476@demo-retail.com,SKU-1063,4,59.41,2026-04-29
ORD-002474,customer0125@demo-retail.com,SKU-1037,1,10.83,2026-07-02
ORD-002475,customer0052@demo-retail.com,SKU-1011,6,139.27,2026-05-27
ORD-002476,customer0253@demo-retail.com,SKU-1055,2,59.59,2026-04-15
ORD-002477,customer0002@demo-retail.com,SKU-1007,2,156.21,2025-06-05
ORD-002478,customer0293@demo-retail.com,SKU-1086,1,129.45,2026-01-01
ORD-002479,customer0021@demo-retail.com,SKU-1011,1,139.27,2026-04-04
ORD-002480,customer0422@demo-retail.com,SKU-1051,2,16.48,2026-07-19
ORD-002481,customer0426@demo-retail.com,SKU-1010,1,88.53,2026-04-19
ORD-002482,customer0398@demo-retail.com,SKU-1083,5,27.42,2025-06-11
ORD-002483,customer0437@demo-retail.com,SKU-1051,1,16.15,2025-02-02
ORD-002484,customer0151@demo-retail.com,SKU-1040,2,86.56,2026-04-23
ORD-002485,customer0342@demo-retail.com,SKU-1040,2,86.56,2026-07-02
ORD-002486,customer0041@demo-retail.com,SKU-1005,1,137.03,2026-07-23
ORD-002487,customer0077@demo-retail.com,SKU-1017,1,25.53,2026-05-09
ORD-002488,customer0123@demo-retail.com,SKU-1075,2,22.71,2026-06-11
ORD-002489,customer0301@demo-retail.com,SKU-1094,2,181.98,2026-04-12
ORD-002490,customer0081@demo-retail.com,SKU-1047,2,170.24,2025-02-04
ORD-002491,customer0096@demo-retail.com,SKU-1050,3,17.29,2026-06-28
ORD-002492,customer0069@demo-retail.com,SKU-1058,3,143.75,2025-11-28
ORD-002493,customer0291@demo-retail.com,SKU-1097,1,199.29,2025-11-19
ORD-002494,customer0213@demo-retail.com,SKU-1033,2,70.43,2025-06-18
ORD-002495,customer0123@demo-retail.com,SKU-1018,8,212.85,2026-08-21
ORD-002496,customer0093@demo-retail.com,SKU-1093,2,65.65,2026-07-11
ORD-002497,customer0191@demo-retail.com,SKU-1079,3,139.01,2025-12-18
ORD-002498,customer0076@demo-retail.com,SKU-1028,2,136.36,2025-07-26
ORD-002499,customer0272@demo-retail.com,SKU-1036,4,172.63,2026-06-02
ORD-002500,customer0395@demo-retail.com,SKU-1056,4,72.27,2026-07-12
ORD-002501,customer0276@demo-retail.com,SKU-1038,3,159.03,2026-04-13
ORD-002502,customer0302@demo-retail.com,SKU-1053,8,200.77,2026-08-27
ORD-002503,customer0469@demo-retail.com,SKU-1060,1,197.65,2026-05-17
ORD-002504,customer0231@demo-retail.com,SKU-1029,1,30.41,2026-08-29
ORD-002505,customer0464@demo-retail.com,SKU-1086,4,152.93,2025-08-23
ORD-002506,customer0114@demo-retail.com,SKU-1006,4,16.28,2026-07-04
ORD-002507,customer0491@demo-retail.com,SKU-1007,1,185.15,2026-05-13
ORD-002508,customer0009@demo-retail.com,SKU-1054,1,97.36,2026-04-14
ORD-002509,customer0308@demo-retail.com,SKU-1099,1,163.0,2025-11-10
ORD-002510,customer0283@demo-retail.com,SKU-1085,2,17.11,2026-04-17
ORD-002511,customer0169@demo-retail.com,SKU-1093,4,65.65,2026-07-29
ORD-002512,customer0169@demo-retail.com,SKU-1011,2,139.27,2026-05-14
ORD-002513,customer0375@demo-retail.com,SKU-1096,2,31.37,2026-07-29
ORD-002514,customer0464@demo-retail.com,SKU-1021,2,37.38,2026-03-02
ORD-002515,customer0278@demo-retail.com,SKU-1040,1,86.56,2026-06-19
ORD-002516,customer0437@demo-retail.com,SKU-1016,2,138.37,2026-07-23
ORD-002517,customer0059@demo-retail.com,SKU-1023,3,65.83,2026-06-23
ORD-002518,customer0262@demo-retail.com,SKU-1060,8,197.65,2026-04-17
ORD-002519,customer0404@demo-retail.com,SKU-1046,5,33.97,2026-08-10
ORD-002520,customer0010@demo-retail.com,SKU-1093,1,65.65,2026-06-28
ORD-002521,customer0084@demo-retail.com,SKU-1009,6,69.43,2025-03-30
ORD-002522,customer0324@demo-retail.com,SKU-1097,4,199.29,2026-05-01
ORD-002523,customer0414@demo-retail.com,SKU-1014,4,53.53,2026-05-13
ORD-002524,customer0327@demo-retail.com,SKU-1080,2,61.43,2026-07-14
ORD-002525,customer0479@demo-retail.com,SKU-1085,2,20.48,2025-08-21
ORD-002526,customer0329@demo-retail.com,SKU-1042,2,80.83,2026-02-01
ORD-002527,customer0293@demo-retail.com,SKU-1001,1,89.9,2026-07-14
ORD-002528,customer0384@demo-retail.com,SKU-1054,1,97.36,2025-12-13
ORD-002529,customer0432@demo-retail.com,SKU-1018,1,212.85,2025-03-29
ORD-002530,customer0243@demo-retail.com,SKU-1018,2,212.85,2026-08-31
ORD-002531,customer0320@demo-retail.com,SKU-1016,4,138.37,2025-12-15
ORD-002532,customer0275@demo-retail.com,SKU-1040,2,86.56,2025-09-09
ORD-002533,customer0341@demo-retail.com,SKU-1039,1,144.62,2025-02-26
ORD-002534,customer0175@demo-retail.com,SKU-1036,8,172.63,2026-07-23
